id,race,gender,sex.worker,pimp,sex.work.client,drug.dealer,drug.cook,thief,retired,housewife,disabled,unemployed,homeless
3611,White,Male,No,No,No,No,No,No,No,No,No,No,No
3612,White,Female,No,No,No,No,No,No,No,No,No,No,No
3613,White,Female,No,No,No,No,No,No,No,No,No,No,No
3614,White,Male,No,No,No,No,No,No,No,No,No,No,No
3615,White,Male,No,No,No,No,No,No,No,No,No,No,No
3616,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3617,White,Male,No,No,No,No,No,No,No,No,No,No,No
3618,White,Female,No,No,No,No,No,No,No,No,No,No,No
3619,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3620,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
3621,White,Male,No,No,No,No,No,No,No,No,No,No,No
3622,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
3623,White,Female,No,No,No,No,No,No,No,No,No,No,No
3624,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3625,Asian/PI,Male,No,No,Yes,No,No,No,No,No,No,No,No
3626,White,Female,No,No,No,No,No,No,No,No,No,No,No
3627,White,Female,No,No,No,No,No,No,No,No,No,No,No
3628,White,Male,No,No,No,No,No,No,No,No,No,No,No
3629,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3630,White,Female,No,No,No,No,No,Yes,No,Yes,No,No,No
3631,White,Male,No,No,No,No,No,No,No,No,No,No,No
3632,White,Male,No,No,No,No,No,No,No,No,No,No,No
3633,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3634,White,Male,No,No,No,No,No,No,No,No,No,No,No
3635,White,Female,No,No,No,No,No,No,No,No,No,No,No
3636,White,Female,No,No,No,No,No,No,No,No,No,No,No
3637,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3638,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3639,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3640,White,Male,No,No,No,No,No,No,No,No,No,No,No
3641,White,Male,No,No,No,No,No,No,No,No,No,No,No
3642,White,Male,No,No,No,No,No,No,No,No,No,No,No
3643,White,Female,No,No,No,No,No,No,No,No,No,No,No
3644,White,Female,No,No,No,No,No,No,No,No,No,No,No
3645,White,Female,No,No,No,No,No,No,No,No,No,No,No
3646,White,Female,No,No,No,No,No,No,No,No,No,No,No
3647,White,Female,No,No,No,No,No,No,No,No,No,No,No
3648,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3649,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3650,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
3651,White,Male,No,No,No,No,No,No,No,No,No,No,No
3652,White,Female,No,No,No,No,No,No,Yes,No,No,No,No
3653,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3654,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3655,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3656,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3657,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3658,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3659,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3660,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3661,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
3662,Black,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
3663,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
3664,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3665,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3666,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3667,White,Male,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
3668,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3669,Black,Male,No,No,No,No,No,No,Yes,No,No,No,No
3670,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3671,Black,Male,No,No,No,No,No,No,No,No,No,No,No
3672,White,Female,No,No,No,No,No,No,No,No,No,No,No
3673,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3674,White,Male,No,No,No,No,No,No,No,No,No,No,No
3675,Black,Male,No,No,No,No,No,No,No,No,No,No,No
3676,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3677,White,Female,No,No,No,No,No,No,No,No,No,No,No
3678,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3679,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3680,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3681,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3682,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
3683,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3684,White,Male,No,Yes,No,No,No,No,No,No,Yes,Yes,No
3685,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
3686,White,Female,No,No,No,No,No,No,No,No,No,No,No
3687,White,Male,No,No,No,No,No,No,No,No,No,No,No
3688,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3689,White,Male,No,No,No,No,No,No,No,No,No,No,No
3690,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3691,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
3692,White,Female,No,No,No,No,No,No,No,No,No,No,No
3693,White,Female,No,No,No,No,No,No,No,No,No,No,No
3694,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3695,Black,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
3696,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3697,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3698,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3699,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3700,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3701,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3702,Asian/PI,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
3703,White,Male,No,No,No,No,No,No,No,No,No,No,No
3704,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
3705,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3706,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
3707,White,Female,No,No,No,No,No,No,No,No,No,No,No
3708,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3709,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3710,White,Female,No,No,No,No,No,No,No,No,No,No,No
3711,White,Female,No,No,No,No,No,No,No,No,No,No,No
3712,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
3713,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
3714,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3715,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
3716,White,Female,No,No,No,No,No,No,No,No,No,No,No
3717,White,Male,No,No,No,No,No,No,No,No,No,No,No
3718,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3719,Native American,Male,No,No,No,No,No,No,No,No,No,No,Yes
3720,Black,Female,No,No,No,No,No,Yes,No,No,No,No,No
3721,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3722,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3723,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3724,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3725,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3726,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3727,White,Male,No,No,No,No,No,No,No,No,No,No,No
3728,White,Female,No,No,No,No,No,No,No,No,No,No,No
3729,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3730,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3731,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
3732,White,Female,No,No,No,No,No,No,No,No,No,No,No
3733,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3734,White,Female,No,No,No,No,No,No,No,No,No,No,No
3735,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
3736,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
3737,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
3738,White,Female,No,No,No,No,No,No,Yes,Yes,No,No,No
3739,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3740,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
3741,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
3742,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
3743,Black,Male,No,No,No,No,No,No,No,No,No,No,No
3744,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3745,Black,Male,No,No,No,No,No,No,No,No,No,No,No
3746,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
3747,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3748,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
3749,White,Male,No,No,No,No,No,No,No,No,No,No,No
3750,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3751,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
3752,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3753,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3754,Black,Male,No,No,No,No,No,No,No,No,No,No,No
3755,White,Male,No,No,No,No,No,No,No,No,No,No,No
3756,White,Female,No,No,No,No,No,No,No,No,No,No,No
3757,White,Male,No,No,No,No,No,No,No,No,No,No,Yes
3758,White,Male,No,No,No,No,No,No,No,No,No,No,No
3759,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3760,White,Male,No,No,No,No,No,No,No,No,No,No,No
3761,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3762,White,Female,No,No,No,No,No,No,No,No,No,No,No
3763,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
3764,White,Male,No,No,No,No,No,No,No,No,No,No,No
3765,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
3766,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
3767,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
3768,White,Male,No,No,No,No,No,No,No,No,No,No,No
3769,White,Male,No,No,No,No,No,No,No,No,No,No,No
3770,White,Female,No,No,No,No,No,No,No,No,No,No,No
3771,White,Male,No,No,No,No,No,No,No,No,No,No,No
3772,White,Female,No,No,No,No,No,No,No,No,No,No,No
3773,White,Male,No,No,No,No,No,No,No,No,No,No,No
3774,White,Female,No,No,No,No,No,No,No,No,No,No,No
3775,White,Male,No,No,No,No,No,No,No,No,No,No,No
3776,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
3777,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3778,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3779,White,Male,No,No,No,No,No,No,No,No,No,No,No
3780,White,Female,No,No,No,No,No,No,No,No,No,No,No
3781,White,Male,No,No,No,No,No,No,No,No,No,No,No
3782,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
3783,White,Female,No,No,No,No,No,No,No,No,No,No,No
3784,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3785,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3786,White,Male,No,No,No,No,No,No,No,No,No,No,No
3787,White,Male,No,No,No,No,No,No,No,No,No,No,No
3788,White,Male,No,No,No,No,No,No,No,No,No,No,No
3789,White,Male,No,No,No,No,No,No,No,No,No,No,No
3790,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
3791,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
3792,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3793,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
3794,White,Female,No,No,No,No,No,No,No,No,No,No,No
3795,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3796,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
3797,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
3798,White,Male,No,No,No,No,No,No,No,No,No,No,No
3799,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3800,White,Male,No,No,No,No,No,No,No,No,No,No,No
3801,White,Male,No,No,No,No,No,No,No,No,No,No,No
3802,White,Male,No,No,No,No,No,No,No,No,No,No,No
3803,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
3804,White,Male,No,No,No,No,No,No,No,No,No,No,No
3805,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
3806,Asian/PI,Female,No,No,No,No,No,No,No,Yes,No,No,No
3807,Asian/PI,Male,No,No,No,No,No,No,Yes,No,No,No,No
3808,White,Male,No,No,No,No,No,No,No,No,No,No,No
3809,White,Female,No,No,No,No,No,No,No,No,No,No,No
3810,White,Female,No,No,No,No,No,No,No,No,No,No,No
3811,White,Female,No,No,No,No,No,No,No,No,No,No,No
3812,White,Female,No,No,No,No,No,No,No,No,No,No,No
3813,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3814,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3815,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3816,White,Male,No,Yes,No,No,No,No,No,No,No,No,No
3817,White,Male,No,No,No,No,No,No,No,No,No,No,No
3818,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3819,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3820,White,Female,No,No,No,No,No,No,No,No,No,No,No
3821,White,Male,No,No,No,No,No,No,No,No,No,No,No
3822,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
3823,White,Male,No,No,No,No,No,No,No,No,No,No,No
3824,White,Male,No,No,No,No,No,No,No,No,No,No,No
3825,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
3826,White,Male,No,No,No,No,No,No,No,No,No,No,No
3827,Black,Male,No,Yes,No,Yes,No,No,No,No,No,No,No
3828,White,Male,No,No,No,No,No,No,No,No,No,No,No
3829,White,Female,No,No,No,No,No,No,No,No,No,No,No
3830,White,Male,No,No,No,No,No,No,No,No,No,No,No
3831,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
3832,White,Male,No,No,No,No,No,No,No,No,No,No,No
3833,White,Female,No,No,No,No,No,No,No,No,No,No,No
3834,Black,Male,No,Yes,No,Yes,No,No,No,No,No,No,No
3835,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
3836,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
3837,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3838,Black,Female,No,No,No,No,No,No,No,No,No,No,No
3839,White,Male,No,No,No,No,No,No,No,No,No,No,No
3840,White,Male,No,No,No,No,No,No,No,No,No,No,No
3841,White,Male,No,No,No,No,No,No,No,No,No,No,No
3842,White,Male,No,No,No,No,No,No,No,No,No,No,No
3843,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
3844,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
3845,White,Male,No,No,No,No,No,No,No,No,No,No,No
3846,White,Male,No,No,No,No,No,No,No,No,No,No,No
3847,White,Male,No,No,No,No,No,No,No,No,No,No,No
