id,race,gender,sex.worker,pimp,sex.work.client,drug.dealer,drug.cook,thief,retired,housewife,disabled,unemployed,homeless
4367,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4368,White,Male,No,No,No,No,No,No,No,No,No,No,No
4369,White,Female,No,No,No,No,Yes,No,No,No,No,No,No
4370,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4371,White,Female,No,No,No,No,No,No,No,No,No,No,No
4372,White,Female,No,No,No,No,No,No,No,No,No,No,No
4373,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
4374,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4375,White,Female,No,No,No,No,No,No,No,No,No,No,No
4376,White,Female,No,No,No,No,No,No,No,No,No,No,No
4377,White,Female,No,No,No,No,No,No,No,No,No,Yes,Yes
4378,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4379,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4380,White,Male,No,No,No,No,No,No,No,No,No,No,No
4381,White,Male,No,No,No,No,No,No,No,No,No,No,No
4382,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4383,White,Male,No,No,No,No,No,No,No,No,No,No,No
4384,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
4385,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
4386,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
4387,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4388,White,Female,No,No,No,No,No,No,No,No,No,No,No
4389,White,Female,No,No,No,No,No,No,No,No,No,No,No
4390,White,Female,No,No,No,No,No,No,No,No,No,No,No
4391,White,Female,No,No,No,No,No,No,No,No,No,No,No
4392,White,Male,No,No,No,No,No,No,No,No,No,No,No
4393,White,Female,No,No,No,No,No,No,No,No,No,No,No
4394,White,Male,No,No,No,No,No,No,No,No,No,No,No
4395,White,Male,No,No,No,No,No,No,No,No,No,No,No
4396,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
4397,White,Male,No,No,No,No,No,No,No,No,No,No,No
4398,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
4399,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4400,White,Male,No,No,No,No,No,No,No,No,No,No,No
4401,Black,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
4402,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4403,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4404,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4405,White,Male,No,No,No,No,No,No,No,No,No,No,No
4406,White,Female,No,No,No,No,No,No,No,No,No,No,No
4407,White,Female,No,No,No,No,No,No,No,No,No,No,No
4408,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4409,White,Male,No,No,No,No,No,No,No,No,No,No,No
4410,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4411,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4412,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4413,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
4414,White,Female,No,No,No,No,No,No,No,No,No,No,No
4415,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4416,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
4417,White,Female,No,No,No,No,No,No,No,No,No,No,No
4418,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
4419,White,Male,No,No,No,No,No,No,No,No,No,No,No
4420,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4421,White,Male,No,No,No,No,No,No,No,No,No,No,No
4422,White,Female,No,No,No,No,No,No,No,No,No,No,No
4423,White,Female,No,No,No,No,No,No,No,No,No,No,No
4424,White,Male,No,No,No,No,No,No,No,No,No,No,No
4425,White,Male,No,No,No,No,No,No,No,No,No,No,No
4426,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4427,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4428,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4429,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4430,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4431,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4432,White,Female,No,No,No,No,No,No,No,No,No,No,No
4433,White,Male,No,No,No,No,No,No,No,No,No,No,No
4434,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4435,Native American,Male,No,No,No,No,No,No,No,No,No,No,No
4436,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4437,White,Female,No,No,No,No,No,No,No,No,No,No,No
4438,White,Male,No,No,No,No,No,No,No,No,No,No,No
4439,White,Male,No,No,No,No,No,No,No,No,No,No,No
4440,White,Male,No,No,No,No,No,No,No,No,No,No,No
4441,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4442,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4443,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4444,Black,Male,No,No,Yes,Yes,No,No,No,No,No,No,No
4445,White,Female,No,No,No,No,No,No,No,No,No,No,No
4446,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
4447,Black,Female,No,No,No,No,No,No,No,No,Yes,No,No
4448,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4449,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
4450,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4451,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4452,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
4453,White,Female,No,No,No,No,No,No,No,No,No,No,No
4454,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4455,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4456,White,Male,No,No,No,No,No,No,No,No,No,No,No
4457,White,Male,No,No,No,No,No,No,No,No,No,No,No
4458,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4459,White,Female,No,No,No,No,No,No,No,No,No,No,No
4460,White,Male,No,No,No,No,No,No,No,No,No,No,No
4461,White,Male,No,No,No,No,No,No,No,No,No,No,No
4462,White,Male,No,No,No,No,No,No,No,No,No,No,No
4463,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4464,White,Male,No,No,No,No,No,No,No,No,No,No,No
4465,White,Male,No,No,No,No,No,No,No,No,No,No,No
4466,Native American,Female,No,No,No,No,No,No,No,Yes,No,No,No
4467,White,Male,No,No,No,No,No,No,No,No,No,No,No
4468,White,Male,No,No,No,No,No,No,No,No,No,No,No
4469,White,Female,No,No,No,No,No,No,No,No,No,No,No
4470,White,Male,No,No,No,No,No,No,No,No,No,No,No
4471,White,Female,No,No,No,No,No,No,No,No,No,No,No
4472,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4473,White,Female,No,No,No,No,No,No,No,No,No,No,No
4474,White,Female,No,No,No,No,No,No,No,No,No,No,No
4475,White,Male,No,No,No,No,No,No,No,No,No,No,No
4476,White,Male,No,No,No,No,No,No,No,No,No,No,No
4477,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4478,White,Male,No,No,No,No,No,No,No,No,No,No,No
4479,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4480,White,Male,No,No,No,No,No,No,No,No,No,No,No
4481,White,Male,No,No,No,No,No,No,No,No,No,No,No
4482,White,Female,No,No,No,No,No,No,No,No,No,No,No
4483,White,Male,No,No,No,No,No,No,No,No,No,No,No
4484,White,Male,No,No,No,No,No,No,No,No,No,No,No
4485,White,Male,No,No,No,No,No,No,No,No,No,No,No
4486,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4487,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4488,White,Male,No,No,No,No,No,No,No,No,No,No,No
4489,White,Male,No,No,No,No,No,No,No,No,No,No,No
4490,White,Female,No,No,No,No,No,No,No,No,No,No,No
4491,White,Male,No,No,No,No,No,No,No,No,No,No,No
4492,White,Male,No,No,No,No,No,No,No,No,No,No,No
4493,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4494,White,Male,No,No,No,No,No,No,No,No,No,No,No
4495,White,Female,No,No,No,No,No,No,No,No,No,No,No
4496,White,Female,No,No,No,No,No,No,No,No,No,No,No
4497,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4498,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4499,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4500,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4501,Black,Female,No,No,No,No,No,No,No,No,Yes,No,No
4502,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4503,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4504,White,Male,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
4505,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4506,Black,Male,No,No,No,No,No,Yes,No,No,No,Yes,No
4507,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4508,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4509,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4510,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4511,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4512,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4513,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4514,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4515,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4516,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4517,White,Female,No,No,No,No,No,No,No,No,No,No,No
4518,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
4519,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
4520,Black,Female,No,No,No,Yes,No,No,No,No,No,No,No
4521,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
4522,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
4523,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4524,White,Male,No,No,No,No,No,No,No,No,No,No,No
4525,White,Male,No,No,No,No,No,No,No,No,No,No,Yes
4526,White,Male,No,No,No,No,No,No,No,No,No,No,No
4527,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4528,White,Male,No,No,No,No,No,No,No,No,No,No,No
4529,White,Female,No,No,No,No,No,No,No,No,No,No,No
4530,White,Female,No,No,No,No,No,No,No,No,No,No,No
4531,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4532,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4533,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4534,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4535,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4536,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
4537,White,Female,No,No,No,No,No,No,No,No,No,No,No
4538,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4539,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4540,White,Female,No,No,No,No,No,Yes,No,No,No,Yes,No
4541,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4542,White,Female,No,No,No,No,No,Yes,No,No,No,No,No
4543,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4544,White,Female,No,No,No,No,No,No,No,No,No,No,No
4545,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4546,White,Male,No,No,No,No,No,No,No,No,No,No,No
4547,White,Male,No,No,No,No,No,No,No,No,No,No,No
4548,White,Female,No,No,No,No,No,No,No,No,No,No,No
4549,White,Male,No,No,No,No,No,No,No,No,No,No,No
4550,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4551,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
4552,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4553,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4554,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4555,White,Male,No,No,No,No,No,No,No,No,No,No,No
4556,White,Female,No,No,No,No,No,No,No,No,No,No,No
4557,White,Female,No,No,No,No,No,No,No,No,No,No,No
4558,White,Male,No,No,No,No,No,No,No,No,No,No,No
4559,White,Female,No,No,No,No,No,No,No,No,No,No,No
4560,White,Male,No,No,No,No,No,No,No,No,No,No,No
4561,White,Male,No,No,No,No,No,No,No,No,No,No,No
4562,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4563,White,Male,No,No,No,No,No,No,No,No,No,No,No
4564,Black,Female,No,No,No,No,No,No,Yes,No,No,No,No
4565,White,Female,No,No,No,No,No,No,No,No,No,No,No
4566,White,Male,No,No,No,No,No,No,No,No,No,No,No
4567,White,Male,No,No,No,No,No,No,No,No,No,No,Yes
4568,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4569,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4570,White,Female,No,No,No,No,No,No,No,No,No,No,No
4571,White,Female,No,No,Yes,No,No,No,No,No,No,No,No
4572,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
4573,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4574,White,Female,No,No,No,No,No,No,No,No,No,No,No
4575,White,Female,No,No,No,No,No,No,No,No,No,No,No
4576,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
4577,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4578,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
4579,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4580,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
4581,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4582,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4583,White,Male,No,No,No,No,No,No,No,No,No,No,No
4584,White,Male,No,No,No,No,No,No,No,No,No,No,No
4585,White,Female,No,No,No,No,No,No,No,No,No,No,No
4586,White,Female,No,No,No,No,No,No,No,No,No,No,No
4587,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4588,White,Female,No,No,No,No,No,No,No,No,No,No,No
4589,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4590,White,Female,No,No,No,No,No,No,No,No,No,No,No
4591,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4592,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4593,White,Female,No,No,No,No,No,No,No,No,No,No,No
4594,White,Female,No,No,No,No,No,No,No,No,No,No,No
4595,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4596,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4597,White,Female,No,No,No,No,No,No,No,No,No,No,No
4598,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4599,White,Female,No,No,No,No,No,No,No,No,No,No,No
4600,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4601,White,Female,No,No,No,No,No,No,No,No,No,No,No
4602,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4603,White,Female,No,No,No,No,No,No,No,No,No,No,No
4604,White,Male,No,No,No,No,No,No,No,No,No,No,No
4605,White,Female,No,No,No,No,No,No,No,No,No,No,No
4606,White,Female,No,No,No,No,No,No,No,No,No,No,No
4607,White,Female,No,No,No,No,No,No,No,No,No,No,No
4608,White,Male,No,No,No,No,No,No,No,No,No,No,No
4609,White,Male,No,No,No,No,No,No,No,No,No,No,No
4610,White,Female,No,No,No,No,No,No,Yes,No,No,No,No
4611,White,Male,No,No,No,No,No,No,No,No,No,No,No
4612,White,Male,No,No,No,No,No,No,No,No,No,No,No
4613,White,Male,No,No,No,No,No,No,No,No,No,No,No
4614,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4615,Native American,Male,No,No,No,No,No,No,No,No,No,No,Yes
4616,White,Female,No,No,No,No,No,No,No,No,No,No,No
4617,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4618,White,Female,No,No,No,No,No,No,No,No,No,No,No
4619,White,Male,No,No,No,Yes,No,Yes,No,No,No,No,No
4620,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4621,White,Male,No,No,No,No,No,No,No,No,No,No,No
4622,White,Male,No,No,No,No,No,No,No,No,No,No,No
4623,White,Female,No,No,No,No,No,No,No,No,No,No,No
4624,White,Male,No,No,No,No,No,No,No,No,No,No,No
4625,White,Female,No,No,No,No,No,No,No,No,No,No,No
4626,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4627,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4628,White,Female,No,No,No,No,No,No,No,No,No,No,No
4629,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4630,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4631,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4632,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4633,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4634,Black,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4635,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4636,White,Male,No,No,No,No,No,No,No,No,No,No,No
4637,White,Female,No,No,No,No,No,No,No,No,No,No,No
4638,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4639,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4640,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4641,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4642,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4643,White,Female,No,No,No,No,No,No,No,No,No,No,No
4644,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4645,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4646,White,Male,No,No,No,No,No,No,No,No,No,No,No
4647,White,Male,No,No,No,No,No,No,No,No,No,No,No
4648,White,Female,No,No,No,No,No,No,No,No,No,No,No
4649,White,Female,No,No,No,No,No,No,No,No,No,No,No
4650,White,Female,No,No,No,No,No,No,No,No,No,No,No
4651,White,Male,No,No,No,No,No,No,No,No,No,No,No
4652,White,Female,No,No,No,No,No,No,No,No,No,No,No
4653,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4654,White,Male,No,No,No,No,No,No,No,No,No,No,No
4655,White,Male,No,No,No,No,No,No,No,No,No,No,No
4656,White,Female,No,No,No,No,No,No,No,No,No,No,No
4657,White,Male,No,No,No,No,No,No,No,No,No,No,No
4658,White,Male,No,No,No,No,No,No,No,No,No,No,No
4659,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4660,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
4661,White,Female,No,No,No,No,No,No,No,No,No,No,No
4662,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4663,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4664,White,Male,No,No,No,No,No,No,No,No,No,No,No
4665,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4666,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
4667,White,Male,No,No,No,No,No,No,No,No,No,No,No
4668,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4669,Black,Male,No,No,No,No,No,No,No,No,Yes,No,No
4670,Native American,Female,No,No,No,No,No,No,No,No,No,No,No
4671,White,Female,No,No,No,No,No,No,No,No,No,No,No
4672,White,Female,No,No,No,No,No,No,No,No,No,No,No
4673,White,Male,No,No,No,No,No,No,No,No,No,No,No
4674,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4675,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4676,White,Male,No,No,No,No,No,No,No,No,No,No,No
4677,White,Male,No,No,No,No,No,No,No,No,No,No,No
4678,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4679,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
4680,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4681,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4682,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4683,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4684,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
4685,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4686,White,Male,No,No,No,No,No,No,No,No,No,No,No
4687,White,Male,No,No,No,No,No,No,No,No,No,No,No
4688,White,Male,No,No,No,No,No,No,No,No,No,No,No
4689,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4690,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4691,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4692,White,Male,No,No,No,No,No,No,No,No,No,No,No
4693,White,Male,No,No,No,No,No,No,No,No,No,No,No
4694,White,Male,No,No,No,No,No,No,No,No,No,No,No
4695,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4696,White,Female,No,No,No,No,No,No,No,No,No,No,No
4697,White,Male,No,No,No,No,No,No,No,No,No,No,No
4698,White,Female,No,No,No,No,No,No,No,No,No,No,No
4699,White,Female,No,No,No,No,No,No,No,No,No,No,No
4700,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4701,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4702,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4703,White,Female,No,No,No,No,No,No,Yes,No,No,No,No
4704,NA,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4705,White,Male,No,No,No,No,No,No,No,No,No,No,No
4706,White,Male,No,No,No,No,No,No,No,No,No,No,No
4707,White,Male,No,No,No,No,No,No,No,No,No,No,No
4708,White,Female,No,No,No,No,No,No,No,No,No,No,No
4709,White,Male,No,No,No,No,No,No,No,No,No,No,No
4710,White,Female,No,No,No,No,No,No,No,No,No,No,No
4711,White,Female,No,No,No,No,No,No,No,No,No,No,No
4712,White,Male,No,No,No,No,No,No,No,No,No,No,No
4713,White,Male,No,No,No,No,No,No,No,No,No,No,No
4714,White,Female,No,No,No,No,No,No,No,No,No,No,No
4715,White,Male,No,No,No,No,No,No,No,No,No,No,No
4716,White,Male,No,No,No,No,No,No,No,No,No,No,No
4717,White,Male,No,No,No,No,No,No,No,No,No,No,No
4718,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
4719,White,Male,No,No,No,No,No,No,No,No,No,No,No
4720,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4721,White,Female,No,No,No,No,No,No,No,No,No,No,No
4722,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4723,White,Male,No,No,No,No,No,No,No,No,No,No,No
4724,White,Male,No,No,No,No,No,No,No,No,No,No,No
4725,White,Male,No,No,No,No,No,No,No,No,No,No,No
4726,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4727,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4728,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4729,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
4730,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4731,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
4732,Black,Female,No,No,No,No,No,Yes,No,No,No,Yes,No
4733,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4734,White,Male,No,No,No,No,No,No,No,No,No,No,No
4735,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4736,White,Male,No,No,No,No,No,No,No,No,No,No,No
4737,White,Female,No,No,No,No,No,No,No,No,No,No,No
4738,White,Male,No,No,No,No,No,No,No,No,No,No,No
4739,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4740,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4741,White,Male,No,No,No,No,No,No,No,No,No,No,No
4742,White,Male,No,No,No,No,No,No,No,No,No,No,No
4743,White,Male,No,No,No,No,No,No,No,No,No,No,No
4744,White,Female,No,No,No,No,No,No,No,No,No,No,No
4745,White,Male,No,No,No,No,No,No,No,No,No,No,No
4746,White,Male,No,No,No,No,No,No,No,No,No,No,No
4747,White,Female,No,No,No,No,No,No,No,No,No,No,No
4748,White,Female,No,No,No,No,No,No,No,No,No,No,No
4749,White,Male,No,No,No,No,No,No,No,No,No,No,No
4750,White,Female,No,No,No,No,No,No,No,No,No,No,No
4751,White,Female,No,No,No,No,No,No,No,No,No,No,No
4752,White,Male,No,No,No,No,No,No,No,No,No,No,No
4753,White,Male,No,No,Yes,No,No,No,No,No,Yes,Yes,No
4754,White,Male,No,No,No,No,No,No,No,No,No,No,No
4755,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
4756,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4757,White,Male,No,No,No,No,No,No,No,No,No,No,No
4758,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4759,Asian/PI,Female,No,No,No,No,No,No,No,Yes,No,No,No
4760,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4761,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4762,White,Female,No,No,No,No,No,No,No,No,No,No,No
4763,White,Female,No,No,No,No,No,No,No,No,No,No,No
4764,NA,Male,No,No,No,No,No,No,No,No,No,No,No
4765,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4766,White,Male,No,No,No,No,No,No,No,No,No,No,No
4767,White,Female,No,No,No,No,No,No,No,No,No,No,No
4768,White,Female,No,No,No,No,No,No,No,No,No,No,No
4769,Asian/PI,Female,No,No,No,No,No,No,No,No,No,Yes,No
4770,White,Female,No,No,No,No,No,No,No,No,No,No,No
4771,Black,Male,No,No,No,No,No,No,No,No,Yes,No,No
4772,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4773,White,Male,No,No,No,No,No,No,No,No,No,No,No
4774,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4775,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4776,White,Female,No,No,No,No,No,No,No,No,No,No,No
4777,White,Female,No,No,No,No,No,No,No,No,No,No,No
4778,NA,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4779,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4780,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4781,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
4782,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4783,White,Male,No,No,No,No,No,No,No,No,No,No,No
4784,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
4785,White,Male,No,No,No,No,No,No,No,No,No,No,No
4786,White,Female,No,No,No,No,No,No,No,No,No,No,No
4787,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
4788,White,Male,No,No,No,No,No,No,No,No,No,No,No
4789,White,Female,No,No,No,No,No,No,No,No,No,No,No
4790,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4791,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
4792,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4793,Black,Male,No,No,No,No,No,No,Yes,No,No,No,No
4794,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
4795,Black,Female,No,No,No,No,No,No,No,No,Yes,No,No
4796,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
4797,Black,Male,No,No,No,No,No,No,No,No,No,No,No
4798,Black,Female,No,No,No,No,No,No,No,No,No,No,No
4799,NA,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4800,White,Female,No,No,No,No,No,No,No,No,No,No,No
4801,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
4802,White,Female,No,No,No,No,No,No,No,No,No,No,No
4803,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
4804,White,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
4805,White,Male,No,No,No,No,No,No,No,No,No,No,No
4806,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
4807,White,Male,No,No,Yes,No,No,No,No,No,Yes,No,No
4808,Black,Male,No,No,No,No,No,No,No,No,No,No,No
